"nTrees","mNodes","mTry","Accuracy","Kappa","F1","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Detection.Rate","Desirability","rF_mod.SE","nDesirability"
300,58,4,0.8533,0.7054,0.8384,0.8212,0.8833,0.8939,0.8596,0.3964,0.789,0.0189,0.904609034625086
300,60,5,0.8453,0.6895,0.8314,0.8227,0.8667,0.8635,0.8593,0.3967,0.7791,0.0238,0.893258426966292
300,64,3,0.8446,0.6875,0.8273,0.8379,0.85,0.8492,0.8777,0.4047,0.7784,0.0268,0.892455858747994
300,67,4,0.8543,0.7083,0.8444,0.8242,0.8833,0.8734,0.8479,0.3971,0.7891,0.0205,0.9047236872277
300,69,3,0.837,0.6745,0.8318,0.8424,0.8333,0.8383,0.8646,0.4058,0.7724,0.0195,0.885576702591149
300,70,2,0.8449,0.6904,0.843,0.8758,0.8167,0.835,0.8979,0.4225,0.7845,0.0182,0.899449667507452
300,71,2,0.8366,0.6735,0.8362,0.8576,0.8167,0.8283,0.869,0.4138,0.7732,0.0179,0.886493923412061
300,77,3,0.8449,0.689,0.8362,0.8561,0.8333,0.8419,0.8839,0.4134,0.7813,0.0218,0.895780784223802
300,79,4,0.8449,0.689,0.8362,0.8561,0.8333,0.8419,0.8839,0.4134,0.7813,0.0218,0.895780784223802
300,80,3,0.8449,0.6881,0.8253,0.8212,0.8667,0.88,0.8664,0.3964,0.779,0.0232,0.893143774363678
300,81,4,0.8449,0.6888,0.8322,0.8212,0.8667,0.8762,0.8521,0.3964,0.7793,0.0198,0.89348773217152
300,82,2,0.8533,0.7056,0.8421,0.8561,0.85,0.8644,0.8881,0.4134,0.7911,0.016,0.907016739279982
25,6,10,0.8449,0.6867,0.8226,0.7652,0.9167,0.9099,0.8184,0.3699,0.7745,0.0178,0.887984407246044
25,8,9,0.8536,0.7057,0.8407,0.803,0.9,0.8885,0.8331,0.3877,0.7866,0.025,0.901857372162348
25,9,5,0.854,0.7064,0.842,0.8394,0.8667,0.8592,0.8674,0.4051,0.7889,0.0203,0.904494382022472
25,9,9,0.8453,0.689,0.8343,0.803,0.8833,0.8716,0.8285,0.3877,0.7771,0.0177,0.890965374914011
50,7,10,0.8457,0.6894,0.8345,0.803,0.8833,0.8779,0.8297,0.3877,0.7779,0.0204,0.891882595734923
50,8,5,0.854,0.7062,0.8419,0.803,0.9,0.8894,0.8318,0.3877,0.787,0.0159,0.902315982572804
50,8,6,0.854,0.7065,0.8466,0.8379,0.8667,0.8659,0.8587,0.4047,0.7897,0.021,0.905411602843385
50,8,8,0.854,0.7064,0.8429,0.803,0.9,0.8916,0.8307,0.3877,0.7873,0.0116,0.902659940380647
50,9,2,0.8453,0.6886,0.8313,0.803,0.8833,0.8705,0.8351,0.3877,0.7768,0.0226,0.890621417106168
50,9,4,0.8627,0.724,0.8531,0.8394,0.8833,0.8746,0.8613,0.4051,0.7988,0.0176,0.915844989681266
50,9,6,0.8623,0.723,0.8519,0.8197,0.9,0.8971,0.8477,0.396,0.798,0.0164,0.914927768860353
50,9,9,0.8536,0.7058,0.8419,0.803,0.9,0.8867,0.8304,0.3877,0.7866,0.0248,0.901857372162348
50,9,10,0.8707,0.741,0.8674,0.8561,0.8833,0.8844,0.8667,0.4134,0.8101,0.0249,0.928800733776657
75,8,3,0.8627,0.7236,0.8502,0.8212,0.9,0.8888,0.8488,0.3964,0.7975,0.022,0.914354505847283
75,8,7,0.854,0.7065,0.8438,0.8212,0.8833,0.8716,0.8439,0.3964,0.7878,0.022,0.903233203393717
75,8,9,0.8536,0.7067,0.8503,0.8379,0.8667,0.8705,0.8507,0.4047,0.7902,0.0244,0.905984865856455
75,9,6,0.8536,0.7051,0.8391,0.8015,0.9,0.8971,0.8377,0.3873,0.7869,0.0173,0.90220132997019
75,9,8,0.8793,0.7573,0.8693,0.8379,0.9167,0.907,0.862,0.4047,0.8176,0.0123,0.937399678972713
75,9,9,0.8453,0.6893,0.8358,0.803,0.8833,0.8793,0.8275,0.3877,0.778,0.0206,0.891997248337537
75,9,10,0.862,0.7224,0.85,0.8197,0.9,0.891,0.8482,0.396,0.797,0.0127,0.913781242834212
100,7,5,0.8543,0.7071,0.8453,0.8212,0.8833,0.8784,0.8435,0.3964,0.7888,0.0228,0.904379729419858
100,7,7,0.8449,0.6878,0.8307,0.8015,0.8833,0.8736,0.8351,0.3873,0.7765,0.0173,0.890277459298326
100,7,10,0.8449,0.6894,0.842,0.8561,0.8333,0.8299,0.8633,0.4134,0.7803,0.0179,0.894634258197661
100,8,6,0.854,0.7062,0.8419,0.803,0.9,0.8894,0.8318,0.3877,0.787,0.0159,0.902315982572804
100,8,7,0.8627,0.7237,0.8511,0.8212,0.9,0.8907,0.8475,0.3964,0.7977,0.0193,0.914583811052511
100,8,8,0.854,0.707,0.8474,0.8394,0.8667,0.8575,0.8534,0.4051,0.7891,0.0158,0.9047236872277
100,8,10,0.8627,0.7245,0.8599,0.8742,0.85,0.8518,0.8842,0.4221,0.8017,0.0189,0.919169915157074
100,9,4,0.8797,0.7578,0.8659,0.8212,0.9333,0.9285,0.8538,0.3964,0.8174,0.0147,0.937170373767485
100,9,5,0.8536,0.705,0.8385,0.8015,0.9,0.8899,0.8377,0.3873,0.7863,0.0172,0.901513414354506
100,9,7,0.854,0.7066,0.8447,0.8212,0.8833,0.8734,0.8426,0.3964,0.7881,0.0117,0.903577161201559
100,9,8,0.8707,0.74,0.8604,0.8379,0.9,0.8929,0.8623,0.4047,0.8079,0.014,0.926278376519147
100,9,9,0.8536,0.7057,0.8431,0.8197,0.8833,0.8804,0.8471,0.396,0.7881,0.0239,0.903577161201559
100,9,10,0.8536,0.706,0.8424,0.803,0.9,0.8921,0.8305,0.3877,0.7871,0.0195,0.902430635175419
125,7,6,0.8453,0.689,0.8341,0.803,0.8833,0.873,0.8292,0.3877,0.7773,0.016,0.891194680119239
125,7,9,0.8453,0.689,0.8371,0.8197,0.8667,0.8659,0.8433,0.396,0.779,0.0164,0.893143774363678
125,8,9,0.8543,0.7073,0.8472,0.8212,0.8833,0.8806,0.8402,0.3964,0.7892,0.0184,0.904838339830314
125,8,10,0.8453,0.6901,0.8414,0.8394,0.85,0.8448,0.8483,0.4051,0.7798,0.0217,0.894060995184591
125,9,5,0.862,0.7222,0.8493,0.8197,0.9,0.8848,0.8478,0.396,0.7963,0.0199,0.912978674615914
125,9,6,0.8453,0.6884,0.8293,0.7848,0.9,0.8866,0.8213,0.379,0.7757,0.0181,0.889360238477413
125,9,7,0.8533,0.7049,0.8404,0.8015,0.9,0.8925,0.8336,0.3873,0.7864,0.02,0.90162806695712
125,9,8,0.888,0.7751,0.8807,0.8561,0.9167,0.911,0.875,0.4134,0.8288,0.0166,0.95024077046549
125,9,9,0.8797,0.7584,0.8739,0.8561,0.9,0.899,0.8732,0.4134,0.8198,0.0177,0.939922036230222
125,9,10,0.8533,0.7068,0.853,0.8561,0.85,0.8559,0.8599,0.4134,0.791,0.0274,0.906902086677368
150,8,2,0.854,0.7056,0.8348,0.803,0.9,0.9038,0.8466,0.3877,0.7874,0.0197,0.902774592983261
150,8,5,0.8627,0.7237,0.8514,0.8212,0.9,0.8894,0.8472,0.3964,0.7977,0.0204,0.914583811052511
150,8,6,0.8457,0.6904,0.8373,0.8227,0.8667,0.8551,0.8405,0.3967,0.7787,0.017,0.892799816555836
150,8,8,0.8627,0.7244,0.8561,0.8394,0.8833,0.8757,0.8547,0.4051,0.7991,0.0187,0.916188947489108
150,8,9,0.854,0.7062,0.8419,0.803,0.9,0.8894,0.8318,0.3877,0.787,0.0159,0.902315982572804
150,8,10,0.8449,0.6886,0.8366,0.8197,0.8667,0.8604,0.841,0.396,0.7781,0.0197,0.892111900940151
150,9,3,0.8623,0.7232,0.8503,0.8212,0.9,0.8859,0.8476,0.3964,0.797,0.0121,0.913781242834212
150,9,4,0.8627,0.724,0.8533,0.8212,0.9,0.8916,0.8439,0.3964,0.7981,0.0153,0.915042421462967
150,9,5,0.8453,0.6878,0.8252,0.7667,0.9167,0.9038,0.813,0.3703,0.7747,0.0214,0.888213712451273
150,9,7,0.8627,0.7244,0.8561,0.8394,0.8833,0.8757,0.8547,0.4051,0.7991,0.0187,0.916188947489108
150,9,8,0.8623,0.7234,0.8549,0.8379,0.8833,0.879,0.8578,0.4047,0.7989,0.0259,0.91595964228388
150,9,9,0.854,0.7077,0.8479,0.8227,0.8833,0.8788,0.8387,0.3967,0.7892,0.0263,0.904838339830314
150,9,10,0.871,0.7408,0.8635,0.8379,0.9,0.8971,0.8591,0.4047,0.8089,0.0171,0.927424902545288
175,6,8,0.8453,0.689,0.8371,0.8197,0.8667,0.8659,0.8433,0.396,0.779,0.0164,0.893143774363678
175,7,4,0.8457,0.69,0.8347,0.8045,0.8833,0.8696,0.8289,0.388,0.7775,0.0215,0.891423985324467
175,7,7,0.8453,0.689,0.8371,0.8197,0.8667,0.8659,0.8433,0.396,0.779,0.0164,0.893143774363678
175,8,4,0.8634,0.7258,0.8572,0.8409,0.8833,0.8781,0.8552,0.4054,0.8002,0.0264,0.917450126117863
175,8,6,0.8623,0.7234,0.8549,0.8379,0.8833,0.8771,0.8569,0.4047,0.7987,0.016,0.915730337078652
175,8,7,0.8623,0.7229,0.8511,0.8197,0.9,0.8927,0.8481,0.396,0.7975,0.0145,0.914354505847283
175,8,8,0.854,0.7068,0.8455,0.8212,0.8833,0.8753,0.8413,0.3964,0.7883,0.0158,0.903806466406787
175,8,9,0.8714,0.7416,0.8637,0.8394,0.9,0.8934,0.858,0.4051,0.809,0.0164,0.927539555147902
175,8,10,0.8627,0.724,0.8561,0.8379,0.8833,0.8885,0.8596,0.4047,0.8002,0.0192,0.917450126117863
175,9,4,0.8453,0.6896,0.8379,0.8212,0.8667,0.8575,0.838,0.3964,0.7784,0.0175,0.892455858747994
175,9,6,0.8449,0.6877,0.8298,0.8015,0.8833,0.8717,0.8364,0.3873,0.7763,0.0136,0.890048154093098
175,9,8,0.888,0.7746,0.8767,0.8379,0.9333,0.9288,0.8669,0.4047,0.8278,0.0131,0.949094244439349
175,9,9,0.8536,0.707,0.8521,0.8561,0.85,0.8523,0.8626,0.4134,0.7909,0.0243,0.906787434074754
175,9,10,0.862,0.7226,0.8518,0.8197,0.9,0.8947,0.8457,0.396,0.7975,0.0196,0.914354505847283
200,8,2,0.8457,0.6882,0.8225,0.7848,0.9,0.9065,0.8314,0.379,0.7765,0.0252,0.890277459298326
200,8,5,0.863,0.725,0.8576,0.8394,0.8833,0.8825,0.8543,0.4051,0.8001,0.0196,0.917335473515249
200,8,6,0.8453,0.689,0.8343,0.803,0.8833,0.8716,0.8285,0.3877,0.7771,0.0177,0.890965374914011
200,8,7,0.8457,0.6901,0.8396,0.8212,0.8667,0.8629,0.8369,0.3964,0.7793,0.02,0.89348773217152
200,8,8,0.8453,0.6897,0.8418,0.8379,0.85,0.8521,0.8509,0.4047,0.7804,0.0206,0.894748910800275
200,8,10,0.8453,0.6894,0.8371,0.8212,0.8667,0.8557,0.8393,0.3964,0.7782,0.0257,0.892226553542765
200,9,6,0.863,0.7251,0.8547,0.8227,0.9,0.8918,0.8432,0.3967,0.7988,0.0223,0.915844989681266
200,9,7,0.8623,0.7229,0.8486,0.803,0.9167,0.9022,0.8348,0.3877,0.7961,0.0141,0.912749369410686
200,9,8,0.8536,0.7057,0.8435,0.8197,0.8833,0.8749,0.8448,0.396,0.7877,0.0167,0.903118550791103
200,9,9,0.8627,0.7241,0.8508,0.8045,0.9167,0.9036,0.833,0.388,0.7971,0.0187,0.913895895436826
200,9,10,0.8446,0.6875,0.8319,0.8015,0.8833,0.8702,0.8307,0.3873,0.7761,0.02,0.88981884888787
225,6,9,0.8453,0.6884,0.8322,0.8015,0.8833,0.8794,0.8354,0.3873,0.7775,0.0185,0.891423985324467
225,6,10,0.8453,0.689,0.8341,0.803,0.8833,0.873,0.8292,0.3877,0.7773,0.016,0.891194680119239
225,7,10,0.8453,0.6901,0.8443,0.8561,0.8333,0.8376,0.8624,0.4134,0.7816,0.0219,0.896124742031644
225,8,5,0.8453,0.6894,0.8371,0.8212,0.8667,0.8557,0.8393,0.3964,0.7782,0.0207,0.892226553542765
225,8,6,0.8457,0.6896,0.8319,0.7864,0.9,0.8856,0.8181,0.3793,0.7765,0.0186,0.890277459298326
225,8,10,0.871,0.7403,0.8596,0.8197,0.9167,0.9149,0.851,0.396,0.8079,0.0137,0.926278376519147
225,9,6,0.8453,0.6889,0.8332,0.803,0.8833,0.8712,0.8305,0.3877,0.777,0.012,0.890850722311397
225,9,8,0.862,0.7234,0.857,0.8379,0.8833,0.8826,0.8525,0.4047,0.7992,0.0243,0.916303600091722
225,9,9,0.8623,0.7244,0.8607,0.8561,0.8667,0.8723,0.8648,0.4134,0.8011,0.0253,0.91848199954139
225,9,10,0.8449,0.6886,0.8364,0.8197,0.8667,0.8644,0.8426,0.396,0.7785,0.0167,0.892570511350608
250,6,8,0.8453,0.689,0.8343,0.803,0.8833,0.8716,0.8285,0.3877,0.7771,0.0177,0.890965374914011
250,7,9,0.8449,0.6886,0.8366,0.8197,0.8667,0.8604,0.841,0.396,0.7781,0.0197,0.892111900940151
250,8,4,0.846,0.6912,0.8409,0.8409,0.85,0.8436,0.8519,0.4054,0.7804,0.0246,0.894748910800275
250,8,6,0.854,0.7068,0.8455,0.8212,0.8833,0.8753,0.8413,0.3964,0.7883,0.0158,0.903806466406787
250,8,7,0.8536,0.7062,0.8472,0.8379,0.8667,0.8608,0.8544,0.4047,0.789,0.0164,0.904609034625086
250,8,8,0.854,0.7068,0.8457,0.8212,0.8833,0.8738,0.8406,0.3964,0.7882,0.0174,0.903691813804173
250,8,10,0.8536,0.7057,0.8435,0.8197,0.8833,0.8749,0.8448,0.396,0.7877,0.0167,0.903118550791103
250,9,2,0.8627,0.7237,0.8541,0.8379,0.8833,0.8878,0.8642,0.4047,0.8,0.0162,0.917220820912635
250,9,3,0.8453,0.6885,0.8266,0.7864,0.9,0.8797,0.8269,0.3793,0.7753,0.0184,0.888901628066957
250,9,5,0.8797,0.7583,0.873,0.8561,0.9,0.8967,0.8743,0.4134,0.8195,0.0141,0.93957807842238
250,9,6,0.8536,0.7057,0.8435,0.8197,0.8833,0.8749,0.8448,0.396,0.7877,0.0167,0.903118550791103
250,9,7,0.8453,0.689,0.8343,0.803,0.8833,0.8716,0.8285,0.3877,0.7771,0.0177,0.890965374914011
250,9,8,0.888,0.7751,0.8807,0.8561,0.9167,0.911,0.875,0.4134,0.8288,0.0166,0.95024077046549
250,9,9,0.8707,0.7404,0.8634,0.8379,0.9,0.8947,0.8571,0.4047,0.8084,0.0202,0.926851639532217
250,9,10,0.8536,0.7064,0.848,0.8379,0.8667,0.8626,0.8531,0.4047,0.7892,0.0195,0.904838339830314
275,6,9,0.8453,0.6896,0.8409,0.8379,0.85,0.8503,0.8521,0.4047,0.7802,0.0178,0.894519605595047
275,7,6,0.8453,0.689,0.8371,0.8197,0.8667,0.8659,0.8433,0.396,0.779,0.0164,0.893143774363678
275,7,10,0.8449,0.6885,0.8359,0.8197,0.8667,0.8571,0.8415,0.396,0.7778,0.0183,0.891767943132309
275,8,8,0.854,0.7068,0.8457,0.8212,0.8833,0.8738,0.8406,0.3964,0.7882,0.0174,0.903691813804173
275,8,10,0.8449,0.6894,0.8417,0.8379,0.85,0.8505,0.8485,0.4047,0.78,0.0232,0.894290300389819
275,9,7,0.8627,0.7241,0.8543,0.8212,0.9,0.8938,0.8428,0.3964,0.7984,0.0187,0.91538637927081
275,9,8,0.8536,0.7057,0.8435,0.8197,0.8833,0.8749,0.8448,0.396,0.7877,0.0167,0.903118550791103
275,9,9,0.8707,0.7402,0.8622,0.8379,0.9,0.8965,0.8598,0.4047,0.8084,0.0204,0.926851639532217
275,9,10,0.8449,0.6887,0.8362,0.8197,0.8667,0.8723,0.8434,0.396,0.7791,0.0251,0.893258426966292
300,7,9,0.8449,0.6891,0.8402,0.8379,0.85,0.8462,0.8505,0.4047,0.7794,0.0195,0.893602384774134
300,7,10,0.8453,0.6897,0.8418,0.8379,0.85,0.8521,0.8509,0.4047,0.7804,0.0206,0.894748910800275
300,8,3,0.854,0.7064,0.8424,0.8212,0.8833,0.8725,0.8462,0.3964,0.7877,0.0223,0.903118550791103
300,8,5,0.854,0.7072,0.8483,0.8394,0.8667,0.8593,0.8521,0.4051,0.7894,0.019,0.905067645035542
300,8,6,0.8536,0.7057,0.8435,0.8197,0.8833,0.8749,0.8448,0.396,0.7877,0.0167,0.903118550791103
300,8,7,0.854,0.7072,0.8483,0.8394,0.8667,0.8593,0.8521,0.4051,0.7894,0.019,0.905067645035542
300,8,8,0.8536,0.7064,0.848,0.8379,0.8667,0.8626,0.8531,0.4047,0.7892,0.0195,0.904838339830314
300,8,9,0.8623,0.7229,0.8511,0.8197,0.9,0.8927,0.8481,0.396,0.7975,0.0145,0.914354505847283
300,8,10,0.8449,0.6886,0.8366,0.8197,0.8667,0.8604,0.841,0.396,0.7781,0.0197,0.892111900940151
300,9,4,0.8453,0.6889,0.8332,0.803,0.8833,0.8712,0.8305,0.3877,0.777,0.012,0.890850722311397
300,9,6,0.8453,0.689,0.8343,0.803,0.8833,0.8716,0.8285,0.3877,0.7771,0.0177,0.890965374914011
300,9,7,0.8707,0.7401,0.8617,0.8379,0.9,0.8892,0.8587,0.4047,0.8077,0.0155,0.926049071313919
300,9,8,0.8797,0.7584,0.8739,0.8561,0.9,0.899,0.8732,0.4134,0.8198,0.0177,0.939922036230222
300,9,9,0.8707,0.7406,0.8652,0.8561,0.8833,0.8765,0.869,0.4134,0.8091,0.0201,0.927654207750516
300,9,10,0.8793,0.7569,0.8663,0.8197,0.9333,0.927,0.8528,0.396,0.8169,0.0126,0.936597110754414
25,6,4,0.8449,0.6886,0.8265,0.7697,0.9167,0.9116,0.8164,0.371,0.7761,0.0079,0.88981884888787
25,11,6,0.8533,0.7039,0.825,0.7682,0.9333,0.9338,0.8272,0.3707,0.7843,0.0227,0.899220362302224
25,11,7,0.854,0.708,0.8486,0.8409,0.8667,0.8703,0.8637,0.4054,0.7913,0.0198,0.90724604448521
25,12,6,0.8627,0.7248,0.8502,0.8242,0.9,0.8945,0.8586,0.3971,0.7991,0.0148,0.916188947489108
25,12,9,0.837,0.6737,0.832,0.8409,0.8333,0.8374,0.8585,0.4054,0.7717,0.014,0.88477413437285
25,13,3,0.871,0.7411,0.8618,0.8212,0.9167,0.9205,0.8495,0.3964,0.809,0.0111,0.927539555147902
25,13,5,0.854,0.7069,0.8453,0.8212,0.8833,0.8895,0.847,0.3964,0.7897,0.0125,0.905411602843385
25,13,10,0.846,0.6913,0.8361,0.8061,0.8833,0.8793,0.8323,0.3884,0.7793,0.0225,0.89348773217152
25,14,2,0.8446,0.6871,0.8259,0.8197,0.8667,0.8623,0.866,0.396,0.7774,0.0271,0.891309332721853
25,14,3,0.871,0.7409,0.8601,0.8394,0.9,0.9038,0.8705,0.4051,0.8096,0.0147,0.928227470763586
25,14,5,0.863,0.7265,0.863,0.8773,0.85,0.8585,0.8872,0.4228,0.8038,0.0199,0.92157761981197
25,15,6,0.8533,0.7043,0.8311,0.7682,0.9333,0.9292,0.8238,0.3707,0.7851,0.0144,0.900137583123137
25,16,2,0.8449,0.6896,0.8374,0.8409,0.85,0.8431,0.8602,0.4054,0.7797,0.0132,0.893946342581977
25,16,7,0.8446,0.688,0.8322,0.803,0.8833,0.8844,0.8392,0.3877,0.778,0.0159,0.891997248337537
25,16,9,0.8446,0.6872,0.827,0.8015,0.8833,0.8873,0.8507,0.3873,0.7776,0.0194,0.891538637927081
25,17,2,0.8449,0.6886,0.8332,0.803,0.8833,0.8783,0.833,0.3877,0.7775,0.0073,0.891423985324467
25,17,7,0.8457,0.6892,0.8284,0.7682,0.9167,0.91,0.8099,0.3707,0.7761,0.0156,0.88981884888787
25,17,8,0.854,0.7061,0.8307,0.7697,0.9333,0.9316,0.8239,0.371,0.7858,0.0208,0.900940151341436
25,18,2,0.8793,0.7575,0.8675,0.8394,0.9167,0.9106,0.8697,0.4051,0.8182,0.0108,0.938087594588397
25,18,3,0.8964,0.7905,0.8761,0.8212,0.9667,0.9652,0.8674,0.3964,0.8361,0.0187,0.958610410456317
25,18,4,0.863,0.7246,0.854,0.8212,0.9,0.9121,0.8514,0.3964,0.8004,0.0173,0.917679431323091
25,18,6,0.8707,0.742,0.8707,0.8939,0.85,0.8564,0.9005,0.4312,0.813,0.0137,0.932125659252465
25,18,7,0.8616,0.7216,0.8454,0.803,0.9167,0.9208,0.8481,0.3877,0.7973,0.0123,0.914125200642055
25,18,9,0.8536,0.7065,0.8445,0.8212,0.8833,0.8845,0.8472,0.3964,0.789,0.0201,0.904609034625086
50,4,2,0.8543,0.7084,0.8451,0.8242,0.8833,0.8808,0.8524,0.3971,0.7901,0.0178,0.905870213253841
50,4,6,0.8449,0.6899,0.8415,0.8576,0.8333,0.8352,0.8731,0.4138,0.7816,0.0132,0.896124742031644
50,5,2,0.854,0.7073,0.8341,0.7894,0.9167,0.9267,0.845,0.3801,0.7888,0.0184,0.904379729419858
50,7,2,0.838,0.6755,0.835,0.8242,0.85,0.8559,0.8368,0.3971,0.7721,0.0305,0.885232744783307
50,8,9,0.871,0.7411,0.8585,0.8227,0.9167,0.9149,0.8589,0.3967,0.8087,0.0143,0.92719559734006
50,9,2,0.8536,0.7062,0.8417,0.8212,0.8833,0.8952,0.86,0.3964,0.79,0.0124,0.905755560651227
50,9,3,0.8446,0.6873,0.8257,0.7848,0.9,0.9085,0.8385,0.379,0.7774,0.011,0.891309332721853
50,10,4,0.8453,0.6901,0.8327,0.8061,0.8833,0.8804,0.8413,0.3884,0.7788,0.0215,0.89291446915845
50,10,8,0.8616,0.7215,0.8466,0.8197,0.9,0.8955,0.8592,0.396,0.7971,0.0144,0.913895895436826
50,11,2,0.871,0.7417,0.8633,0.8409,0.9,0.9008,0.8667,0.4054,0.8101,0.0116,0.928800733776657
50,11,7,0.8453,0.6898,0.8342,0.8045,0.8833,0.8881,0.8424,0.388,0.7796,0.0133,0.893831689979362
50,11,8,0.8627,0.7241,0.8452,0.7879,0.9333,0.9349,0.8381,0.3797,0.7979,0.0129,0.914813116257739
50,11,10,0.8457,0.6906,0.8383,0.8227,0.8667,0.8657,0.8426,0.3967,0.7799,0.0155,0.894175647787205
50,12,2,0.8623,0.7236,0.8548,0.8379,0.8833,0.8888,0.8618,0.4047,0.7999,0.0148,0.917106168310021
50,12,5,0.8623,0.7238,0.8504,0.8227,0.9,0.9038,0.859,0.3967,0.7994,0.0082,0.91653290529695
50,12,7,0.8888,0.7779,0.8867,0.8773,0.9,0.9103,0.8945,0.4228,0.8332,0.0192,0.955285484980509
50,12,8,0.854,0.7061,0.8307,0.7697,0.9333,0.9316,0.8239,0.371,0.7858,0.0208,0.900940151341436
50,12,9,0.8457,0.6901,0.8301,0.7879,0.9,0.8933,0.8265,0.3797,0.7775,0.0143,0.891423985324467
50,12,10,0.8457,0.6905,0.8329,0.8061,0.8833,0.8749,0.8407,0.3884,0.7786,0.0163,0.892685163953222
50,13,4,0.8873,0.7725,0.8692,0.8015,0.9667,0.9667,0.8479,0.3873,0.8255,0.014,0.946457234579225
50,13,5,0.8453,0.6894,0.8324,0.8045,0.8833,0.8786,0.8402,0.388,0.7783,0.0107,0.89234120614538
50,13,6,0.8714,0.7421,0.8663,0.8576,0.8833,0.891,0.8775,0.4138,0.8116,0.0153,0.930520522815868
50,13,7,0.8717,0.742,0.8548,0.8061,0.9333,0.9292,0.8489,0.3884,0.808,0.0216,0.926393029121761
50,13,8,0.8529,0.7032,0.8292,0.7667,0.9333,0.9321,0.8281,0.3703,0.7847,0.0153,0.899678972712681
50,13,9,0.9054,0.8099,0.8961,0.8576,0.95,0.951,0.8853,0.4138,0.8494,0.0102,0.97385920660399
50,14,3,0.871,0.7411,0.8616,0.8394,0.9,0.9016,0.8684,0.4051,0.8097,0.0143,0.9283421233662
50,14,5,0.854,0.707,0.8462,0.8394,0.8667,0.8706,0.8641,0.4051,0.7905,0.013,0.906328823664297
50,14,6,0.8623,0.7233,0.85,0.8212,0.9,0.8988,0.8562,0.3964,0.7985,0.0155,0.915501031873424
50,14,8,0.8703,0.7391,0.8555,0.803,0.9333,0.9338,0.8421,0.3877,0.8068,0.0125,0.925017197890392
50,14,9,0.8533,0.7048,0.8355,0.7848,0.9167,0.9285,0.8392,0.379,0.7878,0.0104,0.903233203393717
50,14,10,0.8449,0.6879,0.8188,0.7515,0.9333,0.9467,0.8226,0.3623,0.7765,0.0158,0.890277459298326
50,15,4,0.871,0.7408,0.8594,0.8212,0.9167,0.9205,0.8527,0.3964,0.8086,0.016,0.927080944737446
50,15,5,0.871,0.7409,0.86,0.8394,0.9,0.9056,0.8714,0.4051,0.8098,0.0127,0.928456775968814
50,15,6,0.8634,0.727,0.8588,0.8424,0.8833,0.8921,0.8659,0.4058,0.8027,0.0248,0.920316441183215
50,15,8,0.8457,0.6908,0.8345,0.8061,0.8833,0.8805,0.8361,0.3884,0.7791,0.0161,0.893258426966292
50,15,10,0.8884,0.7762,0.8824,0.8576,0.9167,0.9152,0.8747,0.4138,0.8299,0.0093,0.951501949094244
50,16,2,0.8449,0.6875,0.8142,0.7515,0.9333,0.9467,0.8262,0.3623,0.7757,0.0218,0.889360238477413
50,16,3,0.862,0.7222,0.8474,0.8197,0.9,0.9064,0.861,0.396,0.7984,0.0097,0.91538637927081
50,16,5,0.854,0.706,0.8315,0.7697,0.9333,0.922,0.8248,0.371,0.7854,0.0173,0.900481540930979
50,16,7,0.8714,0.7411,0.8589,0.8212,0.9167,0.9231,0.8565,0.3964,0.8091,0.0159,0.927654207750516
50,16,8,0.8793,0.7581,0.8739,0.8742,0.8833,0.8842,0.8928,0.4221,0.8208,0.013,0.941068562256363
50,16,9,0.8449,0.6872,0.822,0.7848,0.9,0.8952,0.8388,0.379,0.7757,0.022,0.889360238477413
50,16,10,0.879,0.7572,0.8686,0.8394,0.9167,0.9238,0.8732,0.4051,0.8195,0.0089,0.93957807842238
50,17,2,0.8797,0.7579,0.8674,0.8561,0.9,0.9143,0.8904,0.4134,0.8206,0.0214,0.940839257051135
50,17,3,0.8453,0.6897,0.8368,0.803,0.8833,0.8967,0.8328,0.3877,0.7799,0.0146,0.894175647787205
50,17,4,0.8536,0.7061,0.8396,0.8045,0.9,0.8927,0.8429,0.388,0.7876,0.0113,0.903003898188489
50,17,8,0.8707,0.7409,0.863,0.8394,0.9,0.9085,0.8699,0.4051,0.8105,0.0098,0.929259344187113
50,17,10,0.8536,0.7078,0.8529,0.8758,0.8333,0.8485,0.8878,0.4225,0.7936,0.0131,0.909883054345334
50,18,2,0.846,0.6912,0.8292,0.7894,0.9,0.8927,0.834,0.3801,0.7782,0.0208,0.892226553542765
50,18,3,0.8627,0.7236,0.8442,0.8045,0.9167,0.9208,0.8511,0.388,0.798,0.0209,0.914927768860353
50,18,5,0.854,0.7043,0.8212,0.75,0.95,0.947,0.8186,0.362,0.7833,0.0245,0.898073836276084
50,18,6,0.863,0.7249,0.8475,0.8061,0.9167,0.9171,0.8489,0.3884,0.7988,0.021,0.915844989681266
50,18,8,0.8623,0.7232,0.8485,0.8212,0.9,0.9056,0.86,0.3964,0.7989,0.0117,0.91595964228388
50,18,9,0.8877,0.7735,0.8702,0.803,0.9667,0.9667,0.8479,0.3877,0.8261,0.0139,0.947145150194909
50,18,10,0.8449,0.6887,0.8309,0.8045,0.8833,0.8742,0.8389,0.388,0.7773,0.0174,0.891194680119239
75,6,3,0.8449,0.6891,0.8329,0.8045,0.8833,0.8779,0.8354,0.388,0.7779,0.0187,0.891882595734923
