"nTrees","mNodes","mTry","Accuracy","Kappa","F1","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Detection.Rate","Desirability","rF_mod.SE","nDesirability"
200,14,10,0.854,0.7059,0.8296,0.7697,0.9333,0.9349,0.8307,0.371,0.7863,0.0184,0.901513414354506
200,15,2,0.8703,0.7385,0.8516,0.8197,0.9167,0.9119,0.8654,0.396,0.8065,0.0226,0.92467324008255
200,15,3,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
200,15,4,0.8793,0.7572,0.8644,0.8212,0.9333,0.939,0.8638,0.3964,0.8183,0.0141,0.938202247191011
200,15,5,0.8623,0.7232,0.8454,0.8045,0.9167,0.919,0.8505,0.388,0.798,0.0118,0.914927768860353
200,15,6,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
200,15,7,0.8707,0.7396,0.8539,0.803,0.9333,0.939,0.8507,0.3877,0.8076,0.0109,0.925934418711305
200,15,8,0.8797,0.7583,0.8657,0.8227,0.9333,0.9371,0.8632,0.3967,0.8189,0.0155,0.938890162806696
200,15,9,0.8453,0.6883,0.8195,0.7515,0.9333,0.9349,0.8181,0.3623,0.7757,0.0144,0.889360238477413
200,15,10,0.8536,0.705,0.8307,0.7682,0.9333,0.9371,0.8286,0.3707,0.7861,0.0126,0.901284109149278
200,16,2,0.888,0.7759,0.8841,0.8742,0.9,0.9159,0.8979,0.4221,0.8324,0.0136,0.954368264159597
200,16,3,0.8536,0.7059,0.8399,0.803,0.9,0.9133,0.8481,0.3877,0.7893,0.0124,0.904952992432928
200,16,4,0.8884,0.7766,0.8846,0.8758,0.9,0.9038,0.8919,0.4225,0.8316,0.0125,0.953451043338684
200,16,5,0.8797,0.7573,0.8586,0.8045,0.95,0.9492,0.8544,0.388,0.8167,0.0196,0.936367805549186
200,16,6,0.854,0.707,0.8372,0.7879,0.9167,0.9244,0.8395,0.3797,0.7888,0.0159,0.904379729419858
200,16,7,0.8707,0.7391,0.85,0.803,0.9333,0.939,0.855,0.3877,0.807,0.0181,0.92524650309562
200,16,8,0.8627,0.7238,0.8428,0.7879,0.9333,0.9349,0.8413,0.3797,0.7975,0.0173,0.914354505847283
200,16,9,0.8449,0.6866,0.8155,0.7667,0.9167,0.9238,0.8336,0.3703,0.7751,0.0214,0.888672322861729
200,17,2,0.871,0.7405,0.8571,0.8212,0.9167,0.9238,0.8613,0.3964,0.8089,0.015,0.927424902545288
200,17,3,0.888,0.7752,0.8783,0.8394,0.9333,0.939,0.8721,0.4051,0.8295,0.0083,0.951043338683788
200,17,4,0.8623,0.7229,0.8426,0.8045,0.9167,0.919,0.8531,0.388,0.7975,0.0168,0.914354505847283
200,17,5,0.8623,0.7229,0.8436,0.7864,0.9333,0.9371,0.8386,0.3793,0.7972,0.0115,0.914010548039441
200,17,6,0.888,0.7751,0.8772,0.8394,0.9333,0.939,0.8738,0.4051,0.8294,0.0115,0.950928686081174
200,17,7,0.8623,0.7233,0.8471,0.7864,0.9333,0.9338,0.8286,0.3793,0.7971,0.0097,0.913895895436826
200,17,9,0.8449,0.6876,0.8226,0.7682,0.9167,0.9121,0.8252,0.3707,0.7756,0.0147,0.889245585874799
200,17,10,0.8964,0.7916,0.8854,0.8561,0.9333,0.9405,0.8894,0.4134,0.8395,0.0145,0.962508598945196
200,18,2,0.8714,0.7423,0.864,0.8409,0.9,0.9008,0.8659,0.4054,0.8104,0.0132,0.929144691584499
200,18,3,0.862,0.7219,0.8433,0.803,0.9167,0.914,0.8505,0.3877,0.7967,0.0182,0.91343728502637
200,18,4,0.8707,0.7396,0.8539,0.803,0.9333,0.939,0.8507,0.3877,0.8076,0.0109,0.925934418711305
200,18,5,0.8797,0.7583,0.8657,0.8227,0.9333,0.9371,0.8632,0.3967,0.8189,0.0155,0.938890162806696
200,18,6,0.8793,0.7573,0.8655,0.8212,0.9333,0.939,0.8621,0.3964,0.8185,0.0116,0.938431552396239
200,18,7,0.8536,0.7053,0.8322,0.7864,0.9167,0.9171,0.839,0.3793,0.7866,0.0153,0.901857372162348
200,18,8,0.8707,0.7396,0.8539,0.803,0.9333,0.939,0.8507,0.3877,0.8076,0.0109,0.925934418711305
200,18,9,0.8707,0.7395,0.853,0.8212,0.9167,0.919,0.8643,0.3964,0.8076,0.018,0.925934418711305
200,18,10,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
225,6,3,0.854,0.7062,0.8322,0.7879,0.9167,0.9063,0.8402,0.3797,0.7863,0.0239,0.901513414354506
225,6,6,0.8449,0.6882,0.8266,0.7864,0.9,0.8949,0.8335,0.3793,0.7767,0.0094,0.890506764503554
225,6,7,0.8453,0.6891,0.8299,0.8045,0.8833,0.8804,0.8443,0.388,0.7781,0.0139,0.892111900940151
225,7,2,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
225,7,3,0.854,0.7081,0.8452,0.8242,0.8833,0.8881,0.8562,0.3971,0.7908,0.0152,0.906672781472139
225,7,4,0.854,0.7061,0.8367,0.7864,0.9167,0.9106,0.831,0.3793,0.7867,0.0129,0.901972024764962
225,7,6,0.8627,0.7252,0.8519,0.8242,0.9,0.9044,0.8605,0.3971,0.8004,0.0167,0.917679431323091
225,8,2,0.8797,0.7588,0.8699,0.8409,0.9167,0.919,0.8719,0.4054,0.8199,0.0104,0.940036688832837
225,8,4,0.8884,0.7766,0.8815,0.8591,0.9167,0.9171,0.8824,0.4141,0.8306,0.0127,0.952304517312543
225,9,3,0.888,0.7763,0.885,0.8758,0.9,0.9085,0.8945,0.4225,0.8321,0.013,0.954024306351754
225,9,5,0.854,0.7062,0.8322,0.7879,0.9167,0.9063,0.8402,0.3797,0.7863,0.0239,0.901513414354506
225,9,6,0.854,0.7059,0.8337,0.7864,0.9167,0.9208,0.8379,0.3793,0.7873,0.0182,0.902659940380647
225,9,7,0.8536,0.7055,0.8352,0.7864,0.9167,0.9149,0.8357,0.3793,0.7869,0.012,0.90220132997019
225,9,8,0.871,0.7411,0.8585,0.8227,0.9167,0.9149,0.8589,0.3967,0.8087,0.0143,0.92719559734006
225,10,4,0.8457,0.69,0.833,0.8045,0.8833,0.8871,0.8407,0.388,0.7793,0.0167,0.89348773217152
225,10,6,0.8707,0.7397,0.8527,0.7864,0.95,0.9571,0.84,0.3793,0.8073,0.0072,0.925590460903463
225,11,2,0.8536,0.7055,0.8354,0.7864,0.9167,0.9121,0.8352,0.3793,0.7867,0.0142,0.901972024764962
225,11,3,0.8536,0.7059,0.8385,0.8045,0.9,0.8927,0.8446,0.388,0.7874,0.0208,0.902774592983261
225,11,4,0.8714,0.7419,0.8568,0.8061,0.9333,0.9349,0.8495,0.3884,0.8087,0.0139,0.92719559734006
225,11,5,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
225,11,6,0.871,0.7412,0.8595,0.8227,0.9167,0.9171,0.8578,0.3967,0.809,0.0093,0.927539555147902
225,11,7,0.8623,0.7225,0.8397,0.7864,0.9333,0.9371,0.8429,0.3793,0.7966,0.0185,0.913322632423756
225,11,8,0.8536,0.7054,0.8343,0.7682,0.9333,0.9338,0.8186,0.3707,0.786,0.0111,0.901169456546664
225,11,9,0.8453,0.6879,0.8156,0.7515,0.9333,0.9349,0.8225,0.3623,0.7751,0.0203,0.888672322861729
225,11,10,0.8536,0.7055,0.8352,0.7864,0.9167,0.9149,0.8357,0.3793,0.7869,0.012,0.90220132997019
225,12,2,0.8627,0.7244,0.8549,0.8394,0.8833,0.8888,0.8654,0.4051,0.8006,0.0164,0.917908736528319
225,12,3,0.871,0.7409,0.8575,0.8227,0.9167,0.9121,0.8599,0.3967,0.8083,0.0182,0.926736986929603
225,12,4,0.888,0.7749,0.8759,0.8394,0.9333,0.939,0.8753,0.4051,0.8292,0.0142,0.950699380875946
225,12,5,0.8453,0.6885,0.8208,0.7515,0.9333,0.9349,0.8167,0.3623,0.7759,0.0118,0.889589543682642
225,12,6,0.8457,0.6896,0.8254,0.7697,0.9167,0.9171,0.8243,0.371,0.7772,0.017,0.891080027516625
225,12,7,0.8714,0.7416,0.8544,0.8061,0.9333,0.9349,0.8527,0.3884,0.8084,0.0181,0.926851639532217
225,12,8,0.871,0.7408,0.8565,0.8045,0.9333,0.9371,0.8486,0.388,0.8083,0.0096,0.926736986929603
225,12,9,0.8453,0.6889,0.8238,0.7697,0.9167,0.9149,0.8259,0.371,0.7766,0.0118,0.89039211190094
225,13,2,0.8797,0.7585,0.8711,0.8394,0.9167,0.9238,0.8695,0.4051,0.8202,0.0102,0.940380646640679
225,13,3,0.8623,0.7235,0.8504,0.8212,0.9,0.9133,0.8613,0.3964,0.8001,0.0159,0.917335473515249
225,13,4,0.8714,0.7419,0.8568,0.8061,0.9333,0.9349,0.8495,0.3884,0.8087,0.0139,0.92719559734006
225,13,5,0.8449,0.6891,0.8327,0.8045,0.8833,0.8844,0.8435,0.388,0.7789,0.0088,0.893029121761064
225,13,6,0.8627,0.7238,0.847,0.8045,0.9167,0.9208,0.8485,0.388,0.7985,0.0171,0.915501031873424
225,13,7,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
225,13,8,0.8623,0.7224,0.8404,0.7864,0.9333,0.9242,0.8384,0.3793,0.7955,0.0192,0.912061453795001
225,13,9,0.8714,0.7416,0.8544,0.8061,0.9333,0.9349,0.8527,0.3884,0.8084,0.0181,0.926851639532217
225,13,10,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
225,14,2,0.8793,0.7582,0.8716,0.8394,0.9167,0.9285,0.8721,0.4051,0.8207,0.0108,0.940953909653749
225,14,3,0.8797,0.7585,0.8681,0.8227,0.9333,0.9371,0.86,0.3967,0.8192,0.0103,0.939234120614538
225,14,4,0.8627,0.7245,0.8524,0.8227,0.9,0.9008,0.8545,0.3967,0.7995,0.0123,0.916647557899564
225,14,5,0.8536,0.7053,0.833,0.7864,0.9167,0.9121,0.8384,0.3793,0.7863,0.0183,0.901513414354506
225,14,6,0.8449,0.688,0.8259,0.7682,0.9167,0.9116,0.8157,0.3707,0.7757,0.0111,0.889360238477413
225,14,8,0.8793,0.7572,0.8644,0.8212,0.9333,0.939,0.8638,0.3964,0.8183,0.0141,0.938202247191011
225,14,10,0.8623,0.7226,0.8412,0.7864,0.9333,0.9371,0.8418,0.3793,0.7969,0.0163,0.913666590231598
225,15,2,0.8967,0.7931,0.893,0.8924,0.9,0.9042,0.9082,0.4308,0.8417,0.0152,0.965030956202706
225,15,3,0.8967,0.7928,0.8888,0.8576,0.9333,0.939,0.8853,0.4138,0.8403,0.0111,0.963425819766109
225,15,4,0.8967,0.793,0.8899,0.8576,0.9333,0.939,0.8835,0.4138,0.8404,0.0076,0.963540472368723
225,15,5,0.8714,0.7416,0.8586,0.8227,0.9167,0.9208,0.8599,0.3967,0.8094,0.0178,0.927998165558358
225,15,6,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
225,15,7,0.854,0.7068,0.8368,0.7879,0.9167,0.9127,0.8352,0.3797,0.7875,0.0134,0.902889245585875
225,15,8,0.8536,0.7046,0.8268,0.7682,0.9333,0.9371,0.8329,0.3707,0.7855,0.0191,0.900596193533593
225,15,9,0.8533,0.7043,0.8328,0.7848,0.9167,0.914,0.8373,0.379,0.7859,0.0151,0.90105480394405
225,16,2,0.8971,0.7938,0.889,0.8591,0.9333,0.9371,0.8864,0.4141,0.8407,0.015,0.963884430176565
225,16,3,0.8453,0.6883,0.8236,0.7682,0.9167,0.9208,0.8253,0.3707,0.7767,0.0143,0.890506764503554
225,16,4,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
225,16,5,0.8627,0.724,0.8439,0.7879,0.9333,0.9349,0.8395,0.3797,0.7977,0.0153,0.914583811052511
225,16,6,0.8707,0.7396,0.8539,0.803,0.9333,0.939,0.8507,0.3877,0.8076,0.0109,0.925934418711305
225,16,7,0.8797,0.7583,0.8687,0.8394,0.9167,0.9238,0.8727,0.4051,0.8198,0.0155,0.939922036230222
225,16,8,0.8449,0.6872,0.819,0.7682,0.9167,0.9086,0.8293,0.3707,0.7748,0.0219,0.888328365053887
225,16,9,0.8453,0.6886,0.821,0.7697,0.9167,0.9149,0.8285,0.371,0.7761,0.0168,0.88981884888787
225,16,10,0.8623,0.7226,0.8412,0.7864,0.9333,0.9371,0.8418,0.3793,0.7969,0.0163,0.913666590231598
225,17,2,0.8623,0.7237,0.8515,0.8212,0.9,0.9133,0.8595,0.3964,0.8002,0.0138,0.917450126117863
225,17,3,0.8536,0.7049,0.8292,0.7682,0.9333,0.9371,0.8297,0.3707,0.7859,0.0153,0.90105480394405
225,17,4,0.8707,0.7399,0.8548,0.8212,0.9167,0.9285,0.8665,0.3964,0.809,0.0196,0.927539555147902
225,17,5,0.871,0.7411,0.8585,0.8227,0.9167,0.9149,0.8589,0.3967,0.8087,0.0143,0.92719559734006
225,17,6,0.8453,0.6889,0.8242,0.7697,0.9167,0.9099,0.8248,0.371,0.7762,0.0159,0.889933501490484
225,17,7,0.8623,0.7229,0.8436,0.7864,0.9333,0.9371,0.8386,0.3793,0.7972,0.0115,0.914010548039441
225,17,8,0.8453,0.6885,0.8198,0.7697,0.9167,0.9167,0.8312,0.371,0.7761,0.0171,0.88981884888787
225,17,9,0.8453,0.6883,0.8195,0.7515,0.9333,0.9349,0.8181,0.3623,0.7757,0.0144,0.889360238477413
225,18,2,0.8967,0.793,0.892,0.8742,0.9167,0.9264,0.8961,0.4221,0.8415,0.0078,0.964801650997478
225,18,3,0.871,0.7411,0.8587,0.8045,0.9333,0.9338,0.84,0.388,0.808,0.0111,0.926393029121761
225,18,4,0.8967,0.7928,0.8888,0.8576,0.9333,0.939,0.8853,0.4138,0.8403,0.0111,0.963425819766109
225,18,5,0.8536,0.705,0.8338,0.7848,0.9167,0.9238,0.8381,0.379,0.7871,0.0128,0.902430635175419
225,18,6,0.862,0.7218,0.8421,0.803,0.9167,0.9104,0.8513,0.3877,0.7962,0.0216,0.9128640220133
225,18,7,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
225,18,8,0.8707,0.7391,0.85,0.803,0.9333,0.939,0.855,0.3877,0.807,0.0181,0.92524650309562
225,18,9,0.8714,0.7421,0.8586,0.8242,0.9167,0.9167,0.8614,0.3971,0.8095,0.014,0.928112818160972
225,18,10,0.854,0.7065,0.8342,0.7879,0.9167,0.9167,0.84,0.3797,0.7875,0.0142,0.902889245585875
250,6,4,0.8449,0.6876,0.8226,0.7682,0.9167,0.9121,0.8252,0.3707,0.7756,0.0147,0.889245585874799
250,7,2,0.8536,0.7061,0.8395,0.8045,0.9,0.8907,0.8386,0.388,0.7871,0.0154,0.902430635175419
250,7,4,0.8453,0.6895,0.8276,0.7879,0.9,0.9022,0.8384,0.3797,0.7783,0.0179,0.89234120614538
250,7,6,0.8536,0.7061,0.8396,0.8045,0.9,0.8927,0.8429,0.388,0.7876,0.0113,0.903003898188489
250,7,7,0.8457,0.6901,0.83,0.7879,0.9,0.8888,0.8256,0.3797,0.7771,0.0222,0.890965374914011
250,8,2,0.854,0.7062,0.8322,0.7879,0.9167,0.9063,0.8402,0.3797,0.7863,0.0239,0.901513414354506
250,8,3,0.8543,0.7086,0.8461,0.8242,0.8833,0.8867,0.8549,0.3971,0.791,0.0179,0.906902086677368
250,8,6,0.854,0.707,0.8389,0.8061,0.9,0.8905,0.8456,0.3884,0.7879,0.0171,0.903347855996331
250,8,7,0.8536,0.7055,0.8352,0.7864,0.9167,0.9149,0.8357,0.3793,0.7869,0.012,0.90220132997019
250,8,9,0.8457,0.6901,0.8244,0.7712,0.9167,0.9099,0.8261,0.3714,0.7768,0.0171,0.890621417106168
250,8,10,0.8457,0.6901,0.8299,0.7879,0.9,0.8949,0.8314,0.3797,0.7779,0.0165,0.891882595734923
250,9,2,0.8623,0.7234,0.8481,0.8045,0.9167,0.9149,0.8457,0.388,0.798,0.0108,0.914927768860353
250,9,3,0.871,0.7409,0.8575,0.8227,0.9167,0.9121,0.8599,0.3967,0.8083,0.0182,0.926736986929603
250,9,4,0.8707,0.7404,0.8604,0.8394,0.9,0.8945,0.8681,0.4051,0.8087,0.0145,0.92719559734006
250,9,5,0.8533,0.7042,0.8317,0.7848,0.9167,0.9104,0.8382,0.379,0.7855,0.019,0.900596193533593
250,9,8,0.8623,0.7233,0.8466,0.8045,0.9167,0.9171,0.8478,0.388,0.7979,0.0113,0.914813116257739
250,9,10,0.8449,0.6876,0.825,0.7848,0.9,0.8983,0.8296,0.379,0.776,0.0183,0.889704196285256
250,10,2,0.854,0.7066,0.8357,0.7879,0.9167,0.9099,0.8362,0.3797,0.7871,0.0175,0.902430635175419
250,10,3,0.871,0.7394,0.8456,0.8045,0.9333,0.9159,0.8558,0.388,0.8047,0.0298,0.922609493235496
250,10,4,0.871,0.7409,0.857,0.8227,0.9167,0.919,0.8619,0.3967,0.8088,0.0128,0.927310249942674
250,10,5,0.8533,0.7033,0.8233,0.7667,0.9333,0.939,0.834,0.3703,0.7845,0.0205,0.899449667507452
250,10,6,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
250,10,7,0.8971,0.7939,0.8901,0.8591,0.9333,0.9371,0.8846,0.4141,0.8408,0.0127,0.963999082779179
250,10,8,0.8623,0.7226,0.8428,0.7864,0.9333,0.9242,0.8352,0.3793,0.7958,0.0154,0.912405411602843
250,10,9,0.8457,0.6896,0.82,0.753,0.9333,0.9321,0.8189,0.3627,0.7761,0.0175,0.88981884888787
250,10,10,0.8457,0.6891,0.8161,0.753,0.9333,0.9321,0.8233,0.3627,0.7755,0.0226,0.889130933272185
250,11,2,0.8623,0.7237,0.8503,0.8045,0.9167,0.9116,0.8371,0.388,0.7976,0.0121,0.914469158449897
250,11,3,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
250,11,4,0.8623,0.7234,0.8511,0.8212,0.9,0.9016,0.8552,0.3964,0.7989,0.0107,0.91595964228388
250,11,5,0.8453,0.6883,0.8195,0.7515,0.9333,0.9349,0.8181,0.3623,0.7757,0.0144,0.889360238477413
250,11,6,0.8453,0.689,0.8252,0.7697,0.9167,0.9127,0.8238,0.371,0.7766,0.0113,0.89039211190094
250,11,7,0.8453,0.6882,0.818,0.7515,0.9333,0.9349,0.8193,0.3623,0.7754,0.0168,0.889016280669571
250,11,8,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
250,11,9,0.8533,0.7036,0.8266,0.7667,0.9333,0.939,0.8318,0.3703,0.7851,0.0161,0.900137583123137
250,11,10,0.8801,0.7595,0.8714,0.8409,0.9167,0.9208,0.8699,0.4054,0.8205,0.0161,0.940724604448521
250,12,2,0.854,0.706,0.8341,0.7864,0.9167,0.9208,0.8385,0.3793,0.7874,0.0179,0.902774592983261
250,12,3,0.8797,0.7588,0.8699,0.8409,0.9167,0.919,0.8719,0.4054,0.8199,0.0104,0.940036688832837
250,12,4,0.871,0.7409,0.8538,0.8061,0.9333,0.9321,0.8527,0.3884,0.8079,0.0186,0.926278376519147
250,12,5,0.8543,0.7072,0.8359,0.7879,0.9167,0.9171,0.8375,0.3797,0.7879,0.0201,0.903347855996331
250,12,6,0.8453,0.6883,0.8195,0.7515,0.9333,0.9349,0.8181,0.3623,0.7757,0.0144,0.889360238477413
250,12,7,0.8453,0.6889,0.8238,0.7697,0.9167,0.9149,0.8259,0.371,0.7766,0.0118,0.89039211190094
250,12,8,0.8623,0.7229,0.8436,0.7864,0.9333,0.9371,0.8386,0.3793,0.7972,0.0115,0.914010548039441
250,12,9,0.8714,0.7425,0.8605,0.8242,0.9167,0.9244,0.8627,0.3971,0.8106,0.0177,0.929373996789727
250,13,2,0.8714,0.7421,0.863,0.8409,0.9,0.8986,0.867,0.4054,0.8101,0.0171,0.928800733776657
250,13,3,0.8623,0.7238,0.8497,0.8045,0.9167,0.9267,0.8486,0.388,0.7994,0.011,0.91653290529695
250,13,4,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
250,13,5,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
250,13,6,0.871,0.7406,0.8552,0.8045,0.9333,0.9371,0.85,0.388,0.8081,0.0127,0.926507681724375
250,13,8,0.854,0.7071,0.8385,0.7879,0.9167,0.9244,0.8381,0.3797,0.789,0.0136,0.904609034625086
250,13,9,0.854,0.7058,0.8285,0.7697,0.9333,0.9349,0.8325,0.371,0.7862,0.02,0.901398761751892
250,13,10,0.8449,0.6875,0.8208,0.7682,0.9167,0.9149,0.8269,0.3707,0.7755,0.0153,0.889130933272185
250,14,2,0.8707,0.7402,0.8576,0.8212,0.9167,0.9285,0.8638,0.3964,0.8094,0.0154,0.927998165558358
250,14,3,0.8797,0.7588,0.87,0.8409,0.9167,0.9171,0.871,0.4054,0.8198,0.0128,0.939922036230222
250,14,4,0.8797,0.7585,0.8681,0.8227,0.9333,0.9371,0.86,0.3967,0.8192,0.0103,0.939234120614538
250,14,5,0.8793,0.7579,0.8699,0.8394,0.9167,0.9167,0.8692,0.4051,0.8192,0.0107,0.939234120614538
250,14,6,0.862,0.7217,0.841,0.7848,0.9333,0.939,0.8407,0.379,0.7965,0.0126,0.913207979821142
250,14,7,0.8536,0.705,0.8307,0.7682,0.9333,0.9371,0.8286,0.3707,0.7861,0.0126,0.901284109149278
250,14,8,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
250,14,9,0.8797,0.7584,0.867,0.8227,0.9333,0.9371,0.8618,0.3967,0.8191,0.0131,0.939119468011924
250,14,10,0.854,0.706,0.8341,0.7864,0.9167,0.9208,0.8385,0.3793,0.7874,0.0179,0.902774592983261
250,15,2,0.8616,0.7208,0.8411,0.8015,0.9167,0.9119,0.8523,0.3873,0.7957,0.0204,0.912290759000229
250,15,3,0.871,0.7402,0.8513,0.8045,0.9333,0.9371,0.8544,0.388,0.8075,0.0193,0.925819766108691
250,15,4,0.8797,0.7584,0.867,0.8227,0.9333,0.9371,0.8618,0.3967,0.8191,0.0131,0.939119468011924
