X2,X3,X5,X7,X8,X9,X10,X13,X15,X16,X18,X19,X20,X21,X23,X24,X25,X26,X27,X28,X29,X30,X34,X37,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X51,X52,X57,X59,X60,X61,X62,X65,X66,X70,X71,X72,X73,X75,X78,X79,X83,X85,X87,X88,X89,X91,X92,X94,X96,X97,X98,X101,X102,X103,X104,X107,X108,X109,X110,X111,X112,X113,X114,X115,X117,X118,X119,X120,X123,X127,X129,X131,X132,X133,X134,X135,X137,X139,X140,X141,X142,X143,X145,X146,Y
16.78356,231.42,2018,0,0,1,1,1,0,2,3,4,4,-1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,5,5,2,0,0,0,1,1,2,3,2,3,3,3,3,3,3,3,10,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
16.57534,172.98,2018,0,0,0,0,0,0,3,4,3,2,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,5,1,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.88375,67.5242,2018,0,0,0,0,0,0,1,2,3,3,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,5,5,1,0,0,1,1,2,2,3,3,3,3,3,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
16.7726,34.32,2018,0,0,0,0,0,0,3,1,4,4,-2,0,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,5,5,2,0,0,1,1,0,2,1,2,2,3,3,2,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1
16.56164,142.96,2018,0,0,0,0,0,0,2,3,3,4,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,5,5,1,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
17.16164,160.22,2018,0,0,0,0,0,0,4,2,1,4,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,5,5,0,1,0,0,2,1,2,1,1,1,1,1,1,2,2,1,10,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1
17.34521,24.79,2018,0,0,0,0,1,0,3,1,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1
16.99178,68.7172,2018,0,0,0,0,0,0,3,4,4,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,5,0,0,0,1,1,1,2,2,3,2,3,2,2,1,1,3,6,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
17.42425,117.62243,2018,0,0,0,0,1,1,2,4,4,5,-1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,5,0,1,0,0,2,2,2,1,1,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
17.2137,24.79,2018,0,0,0,0,1,1,1,1,1,3,-1,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,4,0,0,0,0,1,1,2,3,3,3,2,3,1,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
17.4137,0,2018,0,1,0,0,0,0,2,4,4,5,-2,-2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,5,1,0,0,1,1,2,2,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.46027,225.25,2018,0,1,0,0,1,0,3,1,1,4,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1,0,0,1,1,1,2,2,3,3,3,3,3,3,3,3,10,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1
17.21918,16.79,2018,0,0,0,0,0,1,1,2,2,3,-1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,4,0,1,0,0,2,1,2,2,1,2,2,2,2,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
17.47945,160.22,2018,0,0,0,0,1,1,2,1,4,5,-1,0,1,0,0,0,3,0,1,1,0,0,0,1,1,1,1,5,5,1,0,0,0,1,1,2,2,3,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.27397,78.15,2018,0,0,0,0,1,0,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,3,1,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,7,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1
17.38356,70.08,2018,0,1,0,1,0,0,2,1,1,4,-1,-1,1,1,0,0,3,1,1,0,0,1,0,0,0,0,0,4,5,1,1,0,1,1,1,2,2,3,3,3,3,2,3,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
17.45205,187.82,2018,0,0,1,1,0,1,2,4,4,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,1,2,2,3,3,3,3,3,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.02449,95.0828,2018,1,0,1,1,1,1,4,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,5,5,1,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.89863,158.03,2018,0,0,0,0,0,1,3,2,1,3,0,-1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,0,2,1,2,2,2,2,2,2,2,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
